custom_id,Index,Character,Pinyin,Radical,Strokes,Structure,Sentence,Words
1132,1132,单,"[""dān""]",十,8,上下结构,我打算住一个单人房间。,"[""单方"", ""单间"", ""单面"", ""单人"", ""名单"", ""订单"", ""保单"", ""单位"", ""单枪匹马"", ""祸不单行""]"
1133,1133,寸,"[""cùn""]",寸,3,独体结构,一寸光阴一寸金，寸金难买寸光阴。,"[""英寸"", ""一寸"", ""寸地"", ""七寸"", ""尺寸"", ""寸土"", ""三寸之舌"", ""得寸进尺""]"
1134,1134,益,"[""yì""]",皿,10,上下结构,锻炼身体有益于健康。,"[""有益"", ""无益"", ""收益"", ""精益"", ""效益"", ""益虫"", ""延年益寿"", ""多多益善"", ""良师益友""]"
1135,1135,彰,"[""zhāng""]",彡,14,左右结构,他的出色战功得到表彰。,"[""彰显"", ""表彰"", ""罪恶昭彰""]"
1136,1136,豹,"[""bào""]",豸,10,左右结构,我第一次看见海豹是在水族馆里。,"[""豹子"", ""雪豹"", ""豹猫"", ""豹纹"", ""海豹"", ""虎豹"", ""熊心豹胆"", ""豺狼虎豹""]"
1137,1137,障,"[""zhàng""]",阝,13,左右结构,这里的机器容易出故障。,"[""故障"", ""保障"", ""屏障"", ""障子"", ""心理障碍"", ""天然屏障""]"
1138,1138,泰,"[""tài""]",水,10,上下结构,我们登上了泰山。,"[""泰山"", ""泰岳"", ""祥泰"", ""泰华"", ""国泰民安"", ""重于泰山"", ""三阳开泰""]"
1139,1139,徒,"[""tú""]",彳,10,左右结构,歹徒扎死了一名无辜者。,"[""徒劳"", ""徒步"", ""徒弟"", ""徒孙"", ""学徒"", ""教徒"", ""徒有虚名""]"
1140,1140,功,"[""gōng""]",力 (dictionary),5,左右结构,她在拼命用功，准备考试。,"[""练功"", ""用功"", ""功夫"", ""功课"", ""立功"", ""功绩"", ""功力"", ""功能"", ""马到成功"", ""丰功伟绩""]"
1141,1141,渠,"[""qú""]",氵,11,上下结构,水顺着渠道流进地里。,"[""水渠"", ""渠道"", ""沟渠"", ""水到渠成""]"
1142,1142,沿,"[""yán""]",氵,8,左右结构,我们沿着小道走到正门。,"[""沿路"", ""沿用"", ""沿岸"", ""床沿"", ""河沿"", ""前沿"", ""沿江"", ""沿海"", ""相沿成俗""]"
1143,1143,际,"[""jì""]",阝,7,左右结构,下国际象棋谁也比不上她。,"[""边际"", ""交际"", ""际遇"", ""人际"", ""国际"", ""洲际"", ""实际"", ""无边无际"", ""一望无际""]"
1144,1144,信,"[""xìn""]",亻,9,左右结构,我对他很有信心。,"[""信封"", ""信心"", ""自信"", ""书信"", ""信息"", ""口信"", ""信托"", ""半信半疑""]"
1145,1145,葫,"[""hú""]",艹,12,上下结构,爱好长笛葫芦丝演奏。,"[""葫芦"", ""葫芦丝""]"
1146,1146,芦,"[""lú""]",艹,7,上下结构,绣花的手工艺葫芦，非常漂亮。,"[""芦荟"", ""芦荡"", ""芦苇"", ""葫芦"", ""芦笋"", ""芦笙"", ""芦树"", ""冰糖葫芦""]"
1147,1147,藤,"[""téng""]",艹,18,上下结构,丝瓜藤摆动着枝叶，向我们点头笑。,"[""葛藤"", ""藤蔓"", ""藤条"", ""顺藤摸瓜"", ""牵丝攀藤""]"
1148,1148,哇,"[""wā""]",口,9,左右结构,那婴儿哇哇地哭了一夜。,"[""哇啦"", ""哇哇""]"
1149,1149,盯,"[""dīng""]",目,7,左右结构,我低下头，眼睛盯着书桌。,"[""盯梢"", ""盯住"", ""盯视""]"
1150,1150,邻,"[""lín""]",阝,7,左右结构,他的邻居犯了谋杀罪。,"[""睦邻"", ""邻近"", ""邻居"", ""紧邻"", ""邻邦"", ""邻里"", ""芳邻"", ""乡邻"", ""四邻"", ""八舍"", ""街坊"", ""邻居""]"
1151,1151,枣,"[""zǎo""]",木,8,上下结构,那个院子里有几棵枣树。,"[""枣树"", ""枣糕"", ""红枣"", ""蜜枣"", ""枣子"", ""大枣"", ""歪瓜裂枣""]"
1152,1152,浅,"[""qiǎn (dictionary)""]",氵,8,左右结构,你最适于穿浅色衣服。,"[""浅色"", ""浅谈"", ""受益匪浅"", ""浅海"", ""浅水"", ""搁浅"", ""短浅"", ""粗浅"", ""浅露"", ""浅显"", ""易懂""]"
1153,1153,秃,"[""tū""]",禾,7,上下结构,小山顶上光秃秃的。,"[""斑秃"", ""秃顶"", ""秃头""]"
1154,1154,忍,"[""rěn""]",心,7,上下结构,我们不能容忍他的错误。,"[""残忍"", ""忍让"", ""忍心"", ""忍者"", ""坚忍"", ""忍耐"", ""容忍"", ""忍无可忍"", ""忍气吞声""]"
1155,1155,呗,"[""bei"", ""bài""]",口,7,左右结构,不懂，就好好学呗。,"[""清呗"", ""诵呗"", ""梵呗""]"
1156,1156,虽,"[""suī""]",虫,9,独体结构,他年纪虽小，气力倒大。,"[""虽然"", ""虽说"", ""虽死犹荣"", ""麻雀虽小，五脏俱全""]"
1157,1157,乘,"[""chéng""]",丿,10,独体结构,公共汽车停下让乘客上车。,"[""乘法"", ""乘客"", ""乘坐"", ""乘车"", ""乘凉"", ""搭乘"", ""上乘"", ""乘机"", ""有机可乘"", ""乘风破浪""]"
1158,1158,思,"[""sī""]",心,9,上下结构,你明白那句话是什么意思吗？,"[""思念"", ""思想"", ""沉思"", ""思索"", ""哀思"", ""构思"", ""秋思"", ""三思"", ""思绪"", ""万千"", ""朝思暮想""]"
1159,1159,抽,"[""chōu""]",扌,8,左右结构,这抽屉太紧，我打不开。,"[""抽象"", ""抽签"", ""抽取"", ""抽水"", ""抽奖"", ""抽离"", ""釜底抽薪"", ""忙里抽闲"", ""抽刀断水""]"
1160,1160,续,"[""xù""]",纟,11,左右结构,他们必须连续站几个小时。,"[""继续"", ""连续"", ""后续"", ""续集"", ""手续"", ""续航"", ""延续"", ""陆续"", ""再续"", ""前缘"", ""持续"", ""不断""]"
1161,1161,吸,"[""xī""]",口,6,左右结构,他被这壮观的景象所吸引。,"[""吸气"", ""呼吸"", ""吸收"", ""吸溜"", ""吸附"", ""吸盘"", ""吮吸"", ""人工呼吸"", ""吸取教训""]"
1162,1162,极,"[""jí""]",木,7,左右结构,我们这里最近天气好极了。,"[""极小"", ""南极"", ""积极"", ""极点"", ""两极"", ""极地"", ""负极"", ""极限"", ""乐极生悲"", ""穷凶极恶"", ""极目远眺"", ""物极必反""]"
1163,1163,夫,"[""fū""]",大,4,独体结构,要想学习好，就得下功夫。,"[""丈夫"", ""功夫"", ""农夫"", ""夫人"", ""病夫"", ""凡夫俗子"", ""匹夫有责""]"
1164,1164,汗,"[""hàn""]",氵,6,左右结构,他的脸上流下了汗珠。,"[""流汗"", ""汗水"", ""出汗"", ""汗珠"", ""虚汗"", ""汗腺"", ""血汗"", ""汗马功劳"", ""汗血宝马""]"
1165,1165,驶,"[""shǐ""]",马,8,左右结构,那辆公共汽车驶近路边。,"[""奔驶"", ""行驶"", ""疾驶"", ""疾驶而过""]"
1166,1166,示,"[""shì""]",示,5,上下结构,它们现在就用字母来表示。,"[""表示"", ""示意"", ""指示"", ""预示"", ""示范"", ""展示"", ""暗示"", ""启示"", ""毫不示弱"", ""不甘示弱""]"
1167,1167,筝,"[""zhēng""]",竹,11 (dictionary),上下结构,风筝被树挂住了。,"[""风筝"", ""古筝"", ""云筝"", ""秦筝""]"
1168,1168,踪,"[""zōng""]",足,15,左右结构,它很快就消失得无影无踪。,"[""跟踪"", ""行踪"", ""踪迹"", ""踪影"", ""失踪"", ""追踪"", ""无影无踪"", ""行踪诡秘""]"
1169,1169,伤,"[""shāng""]",亻,6,左右结构,他不小心让小刀割伤手指了。,"[""伤害"", ""伤风"", ""伤口"", ""伤心"", ""冻伤"", ""忧伤"", ""伤感"", ""创伤"", ""救死扶伤"", ""伤风败俗""]"
1170,1170,责,"[""zé""]",贝,7 (dictionary),上下结构,我认为我有责任通知你。,"[""责令"", ""责怪"", ""匹夫有责"", ""责任"", ""斥责"", ""负责"", ""责问"", ""引咎自责""]"
1171,1171,酸,"[""suān""]",酉,14,左右结构,他尝遍了人生的酸甜苦辣。,"[""盐酸"", ""辛酸"", ""乙酸"", ""尖酸"", ""胃酸"", ""穷酸"", ""心酸"", ""尖酸刻薄"", ""酸甜苦辣""]"
1172,1172,葡,"[""pú""]",艹,12,上下结构,他喝了一杯甜葡萄酒。,"[""葡萄"", ""葡萄干"", ""葡萄酒"", ""葡萄糖""]"
1173,1173,萄,"[""táo""]",艹,11,上下结构,葡萄藤爬过了墙头。,"[""葡萄"", ""葡萄糖"", ""葡萄架"", ""葡萄干""]"
1174,1174,狐,"[""hú""]",犭,8,左右结构,猎犬嗅出了狐狸的踪迹。,"[""狐狸"", ""狐仙"", ""青狐"", ""狐假虎威"", ""兔死狐悲""]"
1175,1175,狸,"[""lí""]",犭,10,左右结构,狐狸尾巴是藏不住的。,"[""狐狸"", ""斑狸"", ""河狸""]"
1176,1176,串,"[""chuàn""]",丨,7,独体结构,她面临一连串的问题。,"[""串通"", ""串门"", ""串供"", ""串联"", ""手串"", ""走街串巷"", ""串通一气""]"
1177,1177,迫,"[""pò""]",辶,8,半包围结构,她迫不及待地伸出手来。,"[""迫害"", ""被迫"", ""迫切"", ""迫近"", ""压迫"", ""胁迫"", ""紧迫"", ""迫不及待"", ""从容不迫""]"
1178,1178,待,"[""dài""]",彳,9,左右结构,他以贵宾的身份受到款待。,"[""待遇"", ""期待"", ""接待"", ""招待"", ""善待"", ""对待"", ""优待"", ""待命"", ""迫不及待"", ""指日可待""]"
1179,1179,硬,"[""yìng""]",石,12,左右结构,他把一些硬币掉在地板上了。,"[""硬件"", ""硬币"", ""僵硬"", ""硬卧"", ""硬度"", ""生硬"", ""硬朗"", ""软硬兼施"", ""嘴硬"", ""心软""]"
1180,1180,茶,"[""chá""]",艹,9,上下结构,王先生泡的茶味道很好。,"[""喝茶"", ""茶杯"", ""茶房"", ""绿茶"", ""茶楼"", ""茶汤"", ""茶园"", ""花茶"", ""粗茶淡饭"", ""人走茶凉""]"
1181,1181,泡,"[""pào""]",氵,8,左右结构,她的希望变成了泡影。,"[""浸泡"", ""泡汤"", ""泡澡"", ""气泡"", ""水泡"", ""起泡"", ""软磨硬泡"", ""化为泡影""]"
1182,1182,饱,"[""bǎo""]",饣,8,左右结构,我休息后精神饱满。,"[""温饱"", ""饱和"", ""饱满"", ""饱腹"", ""饱餐一顿"", ""精神饱满""]"
1183,1183,袍,"[""páo""]",衤,10,左右结构,你的长袍看起来很漂亮。,"[""旗袍"", ""袍子"", ""礼袍"", ""睡袍"", ""割袍断义"", ""袍泽之谊""]"
1184,1184,鞭,"[""biān""]",革,18,左右结构,让我们快马加鞭做完工作。,"[""鞭策"", ""鞭炮"", ""鞭打"", ""马鞭"", ""皮鞭"", ""鞭子"", ""鞭罚"", ""长鞭"", ""快马加鞭"", ""策马扬鞭""]"
1185,1185,炮,"[""páo"", ""pào""]",火,9,左右结构,鞭炮噼里啪啦地响。,"[""炮制"", ""如法炮制"", ""鞭炮"", ""炮仗"", ""放炮"", ""炮弹"", ""炮台"", ""炮火"", ""炮兵"", ""糖衣炮弹""]"
1186,1186,移,"[""yí""]",禾,11,左右结构,不要移动我桌子上的东西。,"[""移植"", ""转移"", ""移民"", ""挪移"", ""移居"", ""移动"", ""漂移"", ""愚公移山"", ""斗转星移""]"
1187,1187,谋,"[""móu""]",讠,11,左右结构,他很早就开始自行谋生。,"[""谋事"", ""谋生"", ""主谋"", ""谋杀"", ""谋划"", ""谋士"", ""参谋"", ""足智多谋"", ""阴谋诡计""]"
1188,1188,柴,"[""chái""]",木,10,上下结构,留得青山在，不怕没柴烧。,"[""火柴"", ""劈柴"", ""柴门"", ""干柴"", ""柴火"", ""木柴"", ""枯柴"", ""柴米油盐"", ""骨瘦如柴""]"
1189,1189,焰,"[""yàn""]",火,12,左右结构,火山喷出火焰和岩浆。,"[""火焰"", ""凶焰"", ""焰火"", ""焰口"", ""气焰嚣张"", ""势焰可畏""]"
1190,1190,易,"[""yì""]",日,8,上下结构,你别以为我那么容易上当。,"[""简易"", ""交易"", ""贸易"", ""容易"", ""显而易见"", ""谈何容易"", ""易如反掌""]"
1191,1191,折,"[""zhé""]",扌,7,左右结构,这些折椅可以折叠起来。,"[""折腾"", ""折断"", ""折旧"", ""折扣"", ""折服"", ""打折"", ""折叠"", ""百折不挠""]"
1192,1192,搓,"[""cuō""]",扌,12,左右结构,他使劲搓洗他的脏衣服。,"[""搓揉"", ""搓板"", ""搓澡"", ""搓紧"", ""搓手顿足""]"
1193,1193,绳,"[""shéng""]",纟,11,左右结构,他用绳子把箱子捆好。,"[""绳索"", ""绳子"", ""跳绳"", ""缆绳"", ""纤绳"", ""井绳"", ""绳之以法""]"
1194,1194,斤,"[""jīn""]",斤,4,独体结构,他斤斤计较自己的利益。,"[""斤两"", ""公斤"", ""千斤"", ""斤量"", ""半斤"", ""八两"", ""斤斤"", ""计较""]"
1195,1195,独,"[""dú""]",犭,9,左右结构,他独住一处，无忧无虑，自得其乐。,"[""独立"", ""独自"", ""唯独"", ""孤独"", ""独苗"", ""独占"", ""惟独"", ""独白"", ""独树一帜"", ""独当一面""]"
1196,1196,刺,"[""cì""]",刂,8,左右结构,他的话带着强烈的讽刺。,"[""讽刺"", ""刺绣"", ""刺骨"", ""刺眼"", ""刺耳"", ""毛刺"", ""刺杀"", ""鱼刺"", ""寒风刺骨"", ""悬梁刺股""]"
1197,1197,猬,"[""wèi""]",犭,12,左右结构,我们在田里发现了一只小刺猬。,"[""刺猬"", ""猬缩"", ""猬立""]"
1198,1198,板,"[""bǎn""]",木,8,左右结构,这块钢板的重量是一吨。,"[""黑板"", ""样板"", ""模板"", ""手板"", ""板斧"", ""板块"", ""脚板"", ""有板有眼"", ""铁板钉钉""]"
1199,1199,凳,"[""dèng""]",几,14,上下结构,我们坐在扁平的石凳上。,"[""凳子"", ""板凳"", ""石凳"", ""脚凳"", ""桌椅板凳""]"
1200,1200,糙,"[""cāo""]",米,16,左右结构,你做事总这么毛糙。,"[""粗糙"", ""糙米"", ""皮糙肉厚""]"
1201,1201,但,"[""dàn""]",亻,7,左右结构,但是他不理会我的抗议。,"[""但是"", ""但愿"", ""不但"", ""但书"", ""非但"", ""但凡"", ""但且"", ""但说无妨"", ""但求无过""]"
1202,1202,傍,"[""bàng""]",亻,12,左右结构,傍晚最后一抹亮光消失了。,"[""傍晚"", ""依傍"", ""傍行"", ""筑舍"", ""道傍"", ""倚山"", ""傍水""]"
1203,1203,椅,"[""yǐ""]",木,12,左右结构,他坐在扶手椅里打盹儿。,"[""椅子"", ""摇椅"", ""课椅"", ""桌椅"", ""轮椅"", ""卧椅"", ""椅背"", ""交椅"", ""餐椅"", ""躺椅"", ""睡椅""]"
1204,1204,瞧,"[""qiáo""]",目,17,左右结构,你瞧那个受惊的婴儿。,"[""瞧见"", ""小瞧"", ""左看右瞧""]"
1205,1205,留,"[""liú""]",田,10,上下结构,他留在大学里做研究工作。,"[""留下"", ""留学"", ""留言"", ""停留"", ""留恋"", ""留意"", ""留心"", ""保留"", ""手下留情"", ""留情"", ""不留情面""]"
1206,1206,术,"[""shù""]",木,4 (dictionary),独体结构,有时候学校里教摄影技术。,"[""美术"", ""手术"", ""法术"", ""技术"", ""艺术"", ""算术"", ""术语"", ""剑术"", ""人海战术"", ""民间艺术""]"
1207,1207,铅,"[""qiān""]",金,10,左右结构,这支铅笔需要削尖。,"[""铅笔"", ""铅丝"", ""铅球"", ""黑铅"", ""铅粉"", ""铅弹""]"
1208,1208,惹,"[""rě""]",忄,12,上中下结构,你太淘气了，总惹爸爸生气。,"[""惹事"", ""惹恼"", ""惹怒"", ""招惹"", ""惹是生非"", ""拈花惹草"", ""惹祸上身""]"
1209,1209,吐,"[""tù""]",口,6,左右结构,他今天说话吞吞吐吐的。,"[""吐血"", ""呕吐"", ""止吐"", ""吐槽"", ""扬眉吐气"", ""吞吐"", ""谈吐"", ""吐气"", ""论吐"", ""上吐下泻""]"
1210,1210,桌,"[""zhuō""]",木,10,上下结构,这桌子放在门口太碍事了。,"[""桌椅"", ""课桌"", ""桌子"", ""书桌"", ""方桌"", ""桌布"", ""饭桌"", ""餐桌"", ""桌椅板凳""]"
1211,1211,盒,"[""hé""]",皿,11,上下结构,盒子里装满了甜饼。,"[""饭盒"", ""盒子"", ""盒饭"", ""黑盒"", ""彩盒"", ""宝盒""]"
1212,1212,注,"[""zhù""]",氵,8,左右结构,他表现得十分引人注目。,"[""注意"", ""关注"", ""注视"", ""注定"", ""赌注"", ""投注"", ""注销"", ""注解"", ""全神贯注"", ""引人注目""]"
1213,1213,削,"[""xiāo"", ""xuē""]",刂,10 (dictionary),左右结构,她用锋利的刀削苹果。,"[""车削"", ""刮削"", ""刀削"", ""剥削"", ""削弱"", ""削减"", ""削发""]"
1214,1214,皱,"[""zhòu""]",皮,10,左右结构,她朝我皱了一下眉头。,"[""褶皱"", ""皱眉"", ""皱痕"", ""眉头一皱""]"
1215,1215,坏,"[""huài""]",土,7,左右结构,—一个人坏不是教坏的，一个人不坏也教不坏。,"[""坏事"", ""毁坏"", ""坏话"", ""损坏"", ""败坏"", ""坏死"", ""好坏"", ""坏病"", ""气急败坏"", ""好坏不分""]"
1216,1216,扎,"[""zā"", ""zhā""]",扌,4,左右结构,他英语语法学得很扎实。,"[""包扎"", ""扎手"", ""扎堆"", ""扎彩"", ""扎根"", ""扎花"", ""绑扎"", ""扎营"", ""扎实"", ""扎眼"", ""扎鸟""]"
1217,1217,抓,"[""zhuā""]",扌,7,左右结构,他紧紧抓住树枝不松手。,"[""抓点"", ""抓紧"", ""抓获"", ""抓狂"", ""抓人"", ""抓拍"", ""抓耳挠腮"", ""抓心挠肝""]"
1218,1218,莓,"[""méi""]",艹,10,上下结构,我们的园子里种草莓。,"[""草莓"", ""刺莓"", ""莓红"", ""蛇莓""]"
1219,1219,幸,"[""xìng""]",干 (dictionary),8,上下结构,这是我特别幸运的一年。,"[""不幸"", ""幸福"", ""幸运"", ""侥幸"", ""有幸"", ""荣幸"", ""三生有幸""]"
1220,1220,福,"[""fú""]",礻,13,左右结构,他们过着幸福宁静的日子。,"[""福利"", ""幸福"", ""口福"", ""托福"", ""造福"", ""祝福"", ""福分"", ""福如东海"", ""福星高照""]"
1221,1221,吵,"[""chǎo""]",口,7,左右结构,不要为一点小事就吵起来。,"[""吵嘴"", ""吵扰"", ""吵架"", ""争吵"", ""吵闹"", ""吵吵闹闹"", ""争吵不休""]"
1222,1222,受,"[""shòu""]",又,8,上下结构,有经验的人不易受骗上当。,"[""难受"", ""受害"", ""感同身受"", ""受苦"", ""受辱"", ""消受"", ""忍受"", ""承受"", ""自作自受""]"
1223,1223,之,"[""zhī""]",乙 (dictionary),3 (dictionary),独体结构,她完全沉浸在幸福之中了。,"[""之后"", ""求之不得"", ""井底之蛙"", ""不速之客"", ""普天之下"", ""天府之国""]"
1224,1224,轮,"[""lún""]",车,8,左右结构,那艘轮船正在海面上行驶。,"[""年轮"", ""车轮"", ""轮渡"", ""轮廓"", ""轮流"", ""游轮"", ""轮船"", ""货轮"", ""美轮"", ""美奂"", ""生死轮回""]"
1225,1225,期,"[""qī""]",月,12,左右结构,他因长期患病身体很虚弱。,"[""时期"", ""期待"", ""长期"", ""早期"", ""短期"", ""日期"", ""定期"", ""后会有期"", ""遥遥无期""]"
1226,1226,第,"[""dì""]",竹,11,上下结构,第一期工程已经告一段落。,"[""第一"", ""及第"", ""起第"", ""书香门第""]"
1227,1227,任,"[""rèn""]",亻,6,左右结构,大学的任务是教学和研究。,"[""任务"", ""任何"", ""责任"", ""担任"", ""任凭"", ""信任"", ""任命"", ""重任"", ""任重道远"", ""听之任之""]"
1228,1228,惯,"[""guàn""]",忄,11,左右结构,每个人都有他特有的习惯。,"[""习惯"", ""惯性"", ""惯例"", ""娇惯"", ""惯犯"", ""行为习惯"", ""司空见惯""]"
1229,1229,式,"[""shì""]",弋,6,半包围结构,申请书必须填写一式三份。,"[""正式"", ""格式"", ""仪式"", ""招式"", ""把式"", ""新式"", ""形式"", ""程式"", ""各式各样"", ""正式见面""]"
1230,1230,眯,"[""mī""]",目,11,左右结构,他眯起了眼睛。,"[""眯缝"", ""眯眼"", ""眯目""]"
1231,1231,郑,"[""zhèng""]",阝,8,左右结构,她这会儿话讲得非常郑重。,"[""郑重"", ""郑重其事""]"
1232,1232,铁,"[""tiě""]",钅 (dictionary),8 (dictionary),左右结构,小孩子们在操场上滚铁环。,"[""铁人"", ""铁路"", ""铁塔"", ""铁链"", ""钢铁"", ""打铁"", ""铁定"", ""斩钉截铁"", ""砸锅卖铁""]"
1233,1233,钉,"[""dīng""]",金,7,左右结构,我的衣服被钉子挂住了。,"[""钉子"", ""钉鞋"", ""螺钉"", ""钉耙"", ""图钉"", ""门钉"", ""斩钉截铁"", ""板上钉钉""]"
1234,1234,裙,"[""qún""]",衤,12,左右结构,她的裙边给钉子钩住了。,"[""裙子"", ""围裙"", ""套裙"", ""裙带"", ""裙边"", ""裙带关系""]"
1235,1235,裤,"[""kù""]",衤,12,左右结构,他把双手插在裤子口袋里。,"[""短裤"", ""裤子"", ""裤兜"", ""裤头"", ""裤裆"", ""裤脚"", ""裤裙""]"
1236,1236,袄,"[""ǎo""]",衤,9,左右结构,天气寒冷应该拿出棉袄穿了。,"[""棉袄"", ""袄子"", ""皮袄"", ""风袄""]"
1237,1237,疼,"[""téng""]",疒 (dictionary),10,半包围结构,我的眼睛被烟熏得很疼。,"[""疼痛"", ""疼惜"", ""酸疼"", ""头疼"", ""脑热"", ""不疼不痒""]"
1238,1238,痛,"[""tòng""]",疒,12,半包围结构,我的胃突然感到一阵剧痛。,"[""疼痛"", ""痛哭"", ""痛苦"", ""病痛"", ""悲痛"", ""痛惜"", ""沉痛"", ""切肤之痛"", ""痛改前非""]"
1239,1239,疯,"[""fēng""]",疒,9,半包围结构,那匹马发疯似地向前冲。,"[""发疯"", ""疯狂"", ""疯子"", ""疯闹"", ""疯癫"", ""酒疯"", ""疯话"", ""疯狗"", ""装疯"", ""卖傻"", ""疯疯癫癫""]"
1240,1240,恨,"[""hèn""]",忄,9,左右结构,我悔恨自己的不良行为。,"[""悔恨"", ""解恨"", ""可恨"", ""憎恨"", ""怨恨"", ""恨之入骨"", ""深仇大恨""]"
1241,1241,漠,"[""mò""]",氵,13,左右结构,非洲的大部分地方是沙漠。,"[""漠视"", ""淡漠"", ""沙漠"", ""冷漠"", ""漠不关心"", ""冷漠无情""]"
1242,1242,炭,"[""tàn""]",火 (dictionary),7 (dictionary),上下结构,煤层的炭化程度取决于温度。,"[""煤炭"", ""木炭"", ""炭盆"", ""泥炭"", ""焦炭"", ""黑炭"", ""雪中送炭"", ""生灵涂炭""]"
1243,1243,贫,"[""pín""]",贝,8,上下结构,她已到了贫困潦倒的地步。,"[""清贫"", ""贫民"", ""贫苦"", ""贫困"", ""脱贫"", ""扶贫"", ""致富"", ""一贫如洗""]"
1244,1244,富,"[""fù""]",宀,12,上下结构,我国土地辽阔，资源丰富。,"[""丰富"", ""富丽"", ""财富"", ""首富"", ""富豪"", ""富源"", ""丰富多彩"", ""富丽堂皇""]"
1245,1245,饥,"[""jī""]",饣,5,左右结构,他们受着饥饿的折磨。,"[""饥民"", ""饥寒"", ""饥饿"", ""饥荒"", ""充饥"", ""如饥似渴"", ""饥寒交迫"", ""画饼充饥""]"
1246,1246,索,"[""suǒ""]",糸 (dictionary),10,上下结构,警方已获得罪犯的线索。,"[""索要"", ""线索"", ""思索"", ""绳索"", ""探索"", ""搜索"", ""索取"", ""勒索"", ""索然无味"", ""敲诈勒索""]"
1247,1247,奉,"[""fèng""]",大,8,上下结构,阿谀奉承之辈最不可靠。,"[""奉献"", ""侍奉"", ""奉公守法"", ""供奉"", ""奉命"", ""无可奉告"", ""信奉"", ""奉承""]"
1248,1248,永,"[""yǒng""]",水 (dictionary),5,独体结构,但这一点恐怕永远做不到。,"[""永远"", ""永生"", ""永别"", ""永恒"", ""永久"", ""永诀"", ""永世"", ""永无宁日"", ""永垂不朽""]"
1249,1249,科,"[""kē""]",禾,9,左右结构,他养成了对科学的兴趣。,"[""科学"", ""科室"", ""科目"", ""学科"", ""文科"", ""外科"", ""科举"", ""科幻"", ""照本宣科"", ""金科玉律""]"
1250,1250,亚,"[""yà""]",二,6,独体结构,澳大利亚这个地方很大。,"[""亚洲"", ""亚军"", ""东亚"", ""亚历山大"", ""马来西亚""]"
1251,1251,呆,"[""dāi""]",口,7,上下结构,她呆了没有五分钟就走了。,"[""呆板"", ""呆滞"", ""呆子"", ""目瞪口呆"", ""呆头呆脑""]"
1252,1252,始,"[""shǐ""]",女,8,左右结构,明天早晨重新开始工作。,"[""开始"", ""始终"", ""始祖"", ""始料未及""]"
1253,1253,猜,"[""cāi""]",犭,11,左右结构,他一下子就猜中了谜底。,"[""猜测"", ""猜透"", ""猜中"", ""猜想"", ""猜疑"", ""猜忌"", ""两小无猜""]"
1254,1254,拴,"[""shuān""]",扌,9,左右结构,把绳子拴在那边那棵树上。,"[""拴马"", ""拴住""]"
1255,1255,逗,"[""dòu""]",辶,10,半包围结构,他不过是逗着你玩玩而已。,"[""逗留"", ""逗号"", ""逗乐""]"
1256,1256,良,"[""liáng""]",艮 (dictionary),7,上下结构,谈判取得了良好的进展。,"[""良好"", ""良久"", ""善良"", ""良策"", ""良田"", ""良心"", ""良知"", ""金玉良言"", ""良言"", ""良辰吉日""]"
1257,1257,缩,"[""suō""]",纟,14,左右结构,我们要缩短任务的工期。,"[""退缩"", ""缩短"", ""收缩"", ""压缩"", ""缩小"", ""伸缩"", ""缩水"", ""缩成一团"", ""节衣缩食""]"
1258,1258,遥,"[""yáo""]",辶,13,半包围结构,他们一直逍遥法外。,"[""遥远"", ""遥望"", ""逍遥"", ""遥控"", ""遥遥无期"", ""遥遥领先"", ""遥相呼应"", ""逍遥法外""]"
1259,1259,寻,"[""xún""]",寸,6,上下结构,他们四处寻找走失的孩子。,"[""寻找"", ""寻觅"", ""寻访"", ""追寻"", ""寻常"", ""寻求"", ""耐人寻味"", ""寻欢作乐"", ""寻死觅活""]"
1260,1260,食,"[""shí""]",食 (dictionary),9,上下结构,每一粒粮食都来之不易。,"[""食物"", ""食品"", ""零食"", ""食欲"", ""日食"", ""食盐"", ""丰衣足食"", ""锦衣玉食""]"
1261,1261,泣,"[""qì""]",氵,8,左右结构,她看到他哭泣落泪。,"[""哭泣"", ""抽泣"", ""可歌可泣"", ""泣不成声""]"
1262,1262,健,"[""jiàn""]",亻,11 (dictionary),左右结构,缺乏睡眠是有害于健康的。,"[""健康"", ""健全"", ""稳健"", ""健美"", ""健身"", ""健在"", ""健壮"", ""保健"", ""健步如飞""]"
1263,1263,康,"[""kāng""]",广,11,半包围结构,这名患者数周后康复出院。,"[""健康"", ""康复"", ""康泰"", ""小康"", ""康熙"", ""康庄"", ""大道""]"
1264,1264,操,"[""cāo""]",扌,16,左右结构,我可以让你不必操这个心。,"[""操作"", ""操纵"", ""操持"", ""操劳"", ""操练"", ""早操"", ""操场"", ""操守"", ""稳操胜算""]"
1265,1265,则,"[""zé""]",贝,6,左右结构,你必须遵守学校的规则。,"[""原则"", ""规则"", ""总则"", ""细则"", ""否则"", ""准则"", ""武则天"", ""不进则退"", ""以身作则""]"
1266,1266,昨,"[""zuó""]",日,9,左右结构,昨天有一架飞机飞往大连。,"[""昨日"", ""昨天"", ""昨儿"", ""昨日今朝"", ""恍如昨日""]"
1267,1267,纱,"[""shā""]",纟,7,左右结构,我很喜爱纺纱。,"[""面纱"", ""纱布"", ""羽纱"", ""棉纱"", ""经纱"", ""窗纱"", ""纱罗"", ""织物"", ""轻纱"", ""薄翼""]"
